loss,eval_loss
108.7427608370781,18.370345652103424
70.35443115234375,12.193834945559502
46.72780692577362,8.100490346550941
31.128792226314545,5.403475701808929
20.596089899539948,3.5377906560897827
13.775645680725574,2.3907182291150093
9.40601596981287,1.6406264640390873
6.536362426355481,1.1449639853090048
4.619616908952594,0.8111042883247137
3.3243762236088514,0.5836145207285881
2.430616145953536,0.42662822362035513
1.8235222226940095,0.3235713606700301
1.3980122185312212,0.24191422713920474
1.0866589429788291,0.19065356464125216
0.8752985170576721,0.1547204211819917
0.7333893934264779,0.1323142854962498
0.6396186701022089,0.11452374863438308
0.56584506877698,0.10366098943632096
0.5297881634905934,0.0974245558027178
0.4913979582488537,0.09390900016296655
0.4724222840741277,0.09163571172393858
0.46379429346416146,0.09005646838340908
0.4519816254032776,0.08989004569593817
0.44331748969852924,0.08833256363868713
0.4381328208837658,0.08836096106097102
0.4343421991216019,0.08837666048202664
0.43134200712665915,0.08782149059697986
0.43149431969504803,0.08790554385632277
0.4278488003183156,0.08759991056285799
0.4253066948149353,0.08679317426867783
0.41928817122243345,0.08696795103605837
0.4166362048126757,0.08660159178543836
0.4118897602893412,0.08559692627750337
0.40245761699043214,0.08249340439215302
0.3968290126649663,0.08179504470899701
0.38738276751246303,0.08132842811755836
0.39434970379807055,0.08118414971977472
0.37977185857016593,0.07789804297499359
0.37395919871050864,0.07922727451659739
0.37015183363109827,0.07770580903161317
0.3659171526087448,0.0782585971755907
0.38164439145475626,0.07974429067689925
0.36319407576229423,0.07807769905775785
0.3676983010955155,0.08222062862478197
0.3600558708421886,0.0790554863633588
0.35838373366277665,0.07933537452481687
0.361535080592148,0.07957390660885721
0.3591072456911206,0.08164873672649264
0.36684486304875463,0.0756171050015837
0.3588054204592481,0.07925787463318557
0.3583283288171515,0.08662087004631758
0.3582630140008405,0.08001908496953547
0.35769696009811014,0.0773432933492586
0.35571750823874027,0.08030088851228356
0.35330281290225685,0.07748634787276387
0.3653725585900247,0.08684347150847316
0.35553469345904887,0.08066214004065841
0.34631392953451723,0.08013240445870906
0.3428360301768407,0.07677127385977656
0.34117573592811823,0.07875325821805745
0.34742838342208415,0.08023141778539866
0.34305096336174756,0.07925722340587527
0.3455450024921447,0.07941999600734562
0.3421971214702353,0.07938904035836458
0.33955778228119016,0.07606853195466101
0.3431623928481713,0.07973927003331482
0.3412249245448038,0.07835734833497554
0.3376812422648072,0.07847885228693485
0.33764060062821954,0.07604589511174709
