loss,eval_loss
91.15778470039368,15.638853549957275
60.38620609045029,10.832886219024658
42.26449552178383,7.625996530056
29.855559699237347,5.39178341627121
21.144563123583794,3.8168439269065857
15.010046899318695,2.703846860677004
10.687206987291574,1.9246431179344654
7.667912984266877,1.3808895256370306
5.561771508306265,1.00431552156806
4.101985935121775,0.7421574126929045
3.092168878763914,0.5616118451580405
2.3880622815340757,0.44059298653155565
1.895817006006837,0.33868170296773314
1.3553560548461974,0.21788909519091249
0.9957437734119594,0.16398336575366557
0.8081777838524431,0.1373930098488927
0.7037385888397694,0.11906491639092565
0.6215004476252943,0.10947688273154199
0.5713558869902045,0.10237899119965732
0.5577276819385588,0.09532295842655003
0.5602992251515388,0.09295926219783723
0.5448989295400679,0.09087591886054724
0.5297371504129842,0.08941999892704189
0.520723297377117,0.08846359024755657
0.6324979804921895,0.10032874520402402
0.636066188570112,0.09859541419427842
0.6381842023693025,0.09633056784514338
0.630060316529125,0.09853673842735589
0.6336922619957477,0.10042987985070795
0.6205803342163563,0.10237066121771932
0.636313364841044,0.10117993538733572
0.6193404518999159,0.09970499912742525
0.6162773377727717,0.10372231516521424
0.61593460990116,0.10250913409981877
0.616487082792446,0.10217847966123372
0.6086924981791526,0.09696663054637611
0.6078309684526175,0.09681935328990221
0.6134671391919255,0.09942144306842238
0.6057010756339878,0.10155272926203907
0.6132325935177505,0.0990672898478806
0.5698983328184113,0.08298753667622805
0.47349534439854324,0.08649723464623094
0.4679417744046077,0.0826649513328448
0.4777554834727198,0.08434088015928864
0.4661108364816755,0.08245723613072187
0.47684351971838623,0.0864824348827824
0.4672851823270321,0.08310831489507109
0.46592931810300797,0.08526544563937932
0.4699239149922505,0.08298907824791968
0.4675105750793591,0.08190459839534014
0.4689594164956361,0.08285123587120324
0.45564513781573623,0.0844467639690265
0.4633002617629245,0.0843325424939394
0.4564368526916951,0.08959463110659271
0.46026334806811064,0.08468177472241223
0.4519643378444016,0.08106202108319849
0.45272882690187544,0.08227284869644791
0.4409756986424327,0.0804688953794539
0.43821177922654897,0.0823166499612853
0.4387764058774337,0.07956577918957919
0.44905168015975505,0.08260594308376312
0.4331647399812937,0.08276213950011879
0.42998577596154064,0.0826658618170768
0.44532036676537246,0.08436354389414191
0.42467119521461427,0.08112861891277134
0.43298714875709265,0.08225224597845227
0.4456005236133933,0.0810113426996395
0.43501751055009663,0.08004757447633892
0.43432660889811814,0.08656926720868796
0.4380934804212302,0.09125736472196877
0.4278940036892891,0.08486683701630682
0.42932639084756374,0.08309695275966078
0.4311389945214614,0.08500727778300643
0.4207283779978752,0.08371687971521169
0.43908277235459536,0.08001229900401086
0.42907087213825434,0.08137994306162
0.4286399179836735,0.08402743434999138
0.4311705925501883,0.08419302222318947
0.4288310803240165,0.0870248896535486
0.43614710215479136,0.08216297742910683
