loss,eval_loss
122.11896377801895,20.112629622220993
77.83242851495743,13.480978310108185
52.296691566705704,9.050697773694992
35.09654353559017,6.046936176717281
23.4709986820817,4.0250735357403755
15.647905055433512,2.674625724554062
10.463084008544683,1.7738485857844353
7.070197932422161,1.198453351855278
4.894234636798501,0.8345073685050011
3.3840531818568707,0.5064417263492942
2.2794813932850957,0.3621235089376569
1.694493483286351,0.26738776080310345
1.3177942587062716,0.2071131851989776
1.0764822526834905,0.16608098498545587
0.9109252577181906,0.13895135140046477
0.7909697243012488,0.12154316413216293
0.7172285963315517,0.10992078459821641
0.6692790575325489,0.10711661446839571
0.6251445652451366,0.09677322919014841
0.5986388900782913,0.09399852168280631
0.5808132749516517,0.09179400559514761
0.5710726852994412,0.09122480207588524
0.5566444210708141,0.09174008236732334
0.5586431280244142,0.09022934222593904
0.5423470085952431,0.09068762697279453
0.5346129755489528,0.09003999375272542
0.5273423335747793,0.0890777426538989
0.5250387953128666,0.08899600792210549
0.5248704821569845,0.0893935157218948
0.5082105766050518,0.09056832373607904
0.5070457049878314,0.08863596641458571
0.4978252094006166,0.08957615669351071
0.4942232958273962,0.08865269087255001
0.48352946853265166,0.0883675953373313
0.48408424912486225,0.08877937379293144
0.4964254341321066,0.09206095046829432
0.5269887339090928,0.08977378101553768
0.5220190666150302,0.0894680309575051
0.5204118846450001,0.09121010324452072
0.5170330551918596,0.08906594337895513
0.5150227169506252,0.09046538139227778
0.5099623203277588,0.08924370107706636
0.5035776182776317,0.08870533702429384
0.5043481348548084,0.08929739892482758
0.5038417929317802,0.09055162395816296
0.5050842344062403,0.09338022663723677
0.49298854812514037,0.0882608494721353
0.4798836106201634,0.08800909435376525
0.48606163018848747,0.0886013398412615
0.47223934647627175,0.08880273951217532
0.4599632761674002,0.08680972084403038
0.4563240538118407,0.0868802045006305
0.4431958623463288,0.0854510118952021
0.4243443579180166,0.087885876535438
0.4139640723587945,0.08476797014009207
0.4101046919822693,0.08681900461670011
0.4092161669395864,0.08586067822761834
0.4074407658772543,0.08529442606959492
0.4074886655434966,0.08843835070729256
0.4056778334779665,0.0871952116722241
0.40616138640325516,0.08681272203102708
0.4046420296654105,0.08798325154930353
0.40466191875748336,0.09008162550162524
0.399180612526834,0.08727914025075734
0.41534229600802064,0.09663606574758887
0.4656260325573385,0.09167512750718743
0.3926693951943889,0.08491142652928829
0.4003444161498919,0.08944925444666296
0.3886599548859522,0.0886339156422764
0.3892857530154288,0.08809427917003632
0.3886229107156396,0.08652767981402576
0.3891456256387755,0.08598218287806958
0.3892296210397035,0.0892175588523969
0.3882647540885955,0.08706631232053041
0.3856427427381277,0.09018136584199965
